,time,red,green,blue,gray
0,2021-05-15 11:59:04,116.95229648919754,116.88102864583334,114.46306520061728,116.6121412037037
1,2021-05-15 12:04:04,113.72038146219136,115.59439429012346,117.6854615162037,115.26353202160495
2,2021-05-15 12:09:05,117.32407841435185,118.82374228395062,118.7255820794753,118.35511429398149
3,2021-05-15 12:14:06,120.38986593364197,122.10460792824074,124.97572000385803,121.91609567901234
4,2021-05-15 12:19:06,121.35544608410494,123.52406153549383,126.02200086805556,123.15747588734568
5,2021-05-15 12:24:07,117.90310860339507,120.0935122492284,123.86153501157408,119.86199411651235
6,2021-05-15 12:29:08,120.01138358410493,122.38923611111112,125.76558690200618,122.0594492669753
7,2021-05-15 12:34:09,117.5930507330247,120.61178192515432,123.79450183256174,120.06111255787037
8,2021-05-15 12:39:09,113.3411964699074,116.1278940007716,119.37033516589506,115.65245852623457
9,2021-05-15 12:44:10,117.20050925925926,119.13318479938272,122.52372010030864,118.93293451003086
10,2021-05-15 12:49:11,116.17618682484567,117.87838879243827,118.16699845679013,117.40423900462963
11,2021-05-15 12:54:11,118.54487557870371,120.18782889660494,121.62156057098765,119.86105709876543
12,2021-05-15 12:59:12,116.83105324074074,118.63996479552469,120.53260898919753,118.31572337962963
13,2021-05-15 13:04:13,117.23637490354939,119.15795138888889,120.69072916666667,118.763057966821
14,2021-05-15 13:09:14,118.43269241898147,120.3886043595679,121.95190923996914,119.98675588348766
15,2021-05-15 13:14:14,119.83649739583333,121.71305073302469,123.19666039737655,121.32846161265432
16,2021-05-15 13:19:15,122.70256317515432,124.40967158564816,125.56749421296297,124.03728539737655
17,2021-05-15 13:24:16,120.21236641589506,121.90646074459876,122.60500578703704,121.48507233796296
18,2021-05-15 13:29:17,121.69816550925925,123.22568817515432,123.83661458333333,122.84697627314814
19,2021-05-15 13:34:18,123.21810185185186,124.43974874614197,126.73506992669753,124.34310812114198
20,2021-05-15 13:39:19,121.45431327160493,123.32869502314814,124.44116801697531,122.90435908564815
21,2021-05-15 13:44:20,123.31161554783951,125.0201885609568,126.56066840277778,124.69447289737654
22,2021-05-15 13:49:20,122.65218171296296,123.72596643518519,124.52029947916667,123.50239872685185
23,2021-05-15 13:54:21,118.70205391589506,120.30712818287037,120.30660059799382,119.83535927854938
24,2021-05-15 13:59:22,121.90370322145061,123.92242332175925,125.12233940972222,123.46306327160494
25,2021-05-15 14:04:23,115.39404706790124,117.44548369984568,118.36565297067901,116.94468267746913
26,2021-05-15 14:09:23,118.14593460648148,119.46436005015433,120.46095389660493,119.19162808641975
27,2021-05-15 14:14:24,119.73023967978395,121.93379581404321,123.261171875,121.43331066743828
28,2021-05-15 14:19:25,115.45008584104939,118.2057277199074,120.86069299768519,117.685557966821
29,2021-05-15 14:24:26,113.01863908179013,113.8831568287037,113.09737750771605,113.52862750771605
30,2021-05-15 14:29:27,113.74602671682099,114.51041329089506,113.34972511574074,114.15058545524691
31,2021-05-15 14:34:28,119.55449701003086,119.7964631558642,117.53847704475308,119.47172984182099
32,2021-05-15 14:39:29,123.73519290123457,124.28302662037036,123.16374083719136,123.99714554398147
33,2021-05-15 14:44:29,119.88648967978395,121.43179783950617,124.40499373070988,121.30965470679013
34,2021-05-15 14:49:30,111.10529658564815,113.11518759645061,115.2022053433642,112.75848090277778
35,2021-05-15 14:54:31,113.50419945987655,115.38470486111112,115.35603250385803,114.8211366705247
36,2021-05-15 14:59:32,121.00114149305556,122.75311149691358,125.18947916666667,122.50330825617284
37,2021-05-15 15:04:33,114.20114293981482,116.15208960262346,115.79790364583333,115.53500096450617
38,2021-05-15 15:09:34,115.52645785108025,116.73896460262345,115.77351369598766,116.27428481867284
39,2021-05-15 15:14:34,116.99339554398148,118.21204427083333,117.32167824074074,117.75031684027778
40,2021-05-15 15:19:35,117.36334056712963,118.42831018518518,117.2675250771605,117.98086033950618
41,2021-05-15 15:24:36,118.71389130015432,119.36960744598765,118.34987364969136,119.0582600308642
42,2021-05-15 15:29:37,119.93,120.9733097029321,120.32741367669753,120.59128665123457
43,2021-05-15 15:34:38,116.62062403549383,118.03007282021605,118.27213541666667,117.6366512345679
44,2021-05-15 15:39:39,114.61765673225308,115.58488233024691,114.69359567901235,115.19177276234568
45,2021-05-15 15:44:40,114.22929735725309,114.75115354938272,113.48246238425926,114.45079427083333
46,2021-05-15 15:49:41,115.70310908564815,116.16876109182098,115.46217206790124,115.94884548611111
47,2021-05-15 15:54:42,114.50027874228395,115.07046923225309,114.8151065779321,114.87147665895061
48,2021-05-15 15:59:42,114.65821807484568,114.75079041280864,113.78877459490741,114.61808352623457
49,2021-05-15 16:04:43,115.39860532407407,115.83529417438271,115.08733458719136,115.62257330246914
50,2021-05-15 16:09:44,114.42340760030864,114.9956143904321,113.8469246720679,114.70270351080246
51,2021-05-15 16:14:45,111.50345052083334,111.8525318287037,110.6565769675926,111.61899160879629
52,2021-05-15 16:19:46,111.41776379243827,112.38386815200617,110.20706983024691,111.86104648919753
53,2021-05-15 16:24:46,112.13915605709876,112.86346064814815,110.2523292824074,112.35393229166667
54,2021-05-15 16:29:47,113.96404031635802,114.22868827160494,111.11989486882716,113.8119849537037
55,2021-05-15 16:34:48,115.39491898148148,115.86615596064814,113.64663532021605,115.48145543981481
56,2021-05-15 16:39:49,112.82249228395062,113.42009837962964,110.96340084876543,112.96999903549383
57,2021-05-15 16:44:50,115.57457947530864,116.02690007716049,113.39895158179013,115.60430507330247
58,2021-05-15 16:49:50,114.97740885416667,115.47290364583333,112.76922598379629,115.0260513117284
59,2021-05-15 16:54:51,114.93887297453703,115.26120081018519,112.43362702546297,114.83783613040123
60,2021-05-15 16:59:52,118.08215711805556,118.3617650462963,115.22432677469136,117.90937017746914
61,2021-05-15 17:04:53,116.43934172453703,117.11167390046296,114.1020597029321,116.557003279321
62,2021-05-15 17:09:53,114.17949797453704,115.2669034529321,112.23904755015432,114.58431664737654
63,2021-05-15 17:14:54,116.0770384837963,116.71142795138888,113.9195842978395,116.18759500385802
64,2021-05-15 17:19:55,114.83052710262346,115.45006317515433,112.49023582175926,114.91450424382717
65,2021-05-15 17:24:56,117.00977092978395,117.47202498070988,114.45460503472222,116.98677469135802
66,2021-05-15 17:29:57,119.29255063657408,119.5654263117284,116.49827546296297,119.11531925154321
67,2021-05-15 17:34:58,122.93433015046297,123.05894627700617,119.65336082175926,122.62022665895061
68,2021-05-15 17:39:58,122.30087336033951,122.41567467206791,119.06188705632717,121.98330777391975
69,2021-05-15 17:44:59,122.04322579089506,122.11603443287036,118.71806278935185,121.69330536265431
70,2021-05-15 17:50:00,122.04815972222222,121.76347704475309,118.05415605709877,121.42103973765433
71,2021-05-15 17:55:00,121.42210358796297,120.95168643904321,117.1491333912037,120.65690972222222
72,2021-05-15 18:00:01,121.48827353395062,120.98402777777778,117.47116078317902,120.7362215470679
73,2021-05-15 18:05:02,120.6152555941358,120.24472559799382,117.10539592978395,119.990518904321
74,2021-05-15 18:10:03,118.5484620949074,118.49760561342593,116.24084297839507,118.24941840277778
75,2021-05-15 18:15:04,119.83725356867284,119.94529224537037,118.26204475308641,119.71560812114197
76,2021-05-15 18:20:04,121.91186824845678,122.08025028935185,119.99257860725308,121.7801311728395
77,2021-05-15 18:25:05,116.97034577546296,117.49431423611111,114.71690586419753,117.01520978009259
78,2021-05-15 18:30:07,110.2963208912037,110.36146122685186,107.62632040895062,110.02885079089506
79,2021-05-15 18:35:08,106.74298948688272,106.95864245756172,104.53280526620371,106.62800298996913
80,2021-05-15 18:40:09,103.395703125,103.97607687114197,102.50032359182099,103.62459104938272
81,2021-05-15 18:45:10,105.29162712191358,105.81530285493827,103.75239969135802,105.41446421682099
82,2021-05-15 18:50:11,116.4020278742284,116.03366753472223,113.12447337962963,115.8154330632716
83,2021-05-15 18:55:12,120.29242621527777,120.42747781635802,119.28216772762346,120.26535590277778
84,2021-05-15 19:00:13,119.63711516203703,120.45509741512346,120.2946272183642,120.19895785108025
85,2021-05-15 19:05:14,108.74900655864198,110.28425106095679,109.18452256944444,109.7026494984568
86,2021-05-15 19:10:15,109.02635175540124,110.97620852623457,109.75781491126543,110.25655092592592
87,2021-05-15 19:15:16,112.37068287037037,114.4624464699074,114.1292153742284,113.79560570987654
88,2021-05-15 19:20:17,109.39705777391976,111.6750675154321,112.41660976080247,111.07083381558643
89,2021-05-15 19:25:18,109.47133728780864,111.62610725308642,111.4426205632716,110.9615943287037
90,2021-05-15 19:30:20,112.84862798996913,114.81064814814815,114.8692081404321,114.22483072916667
91,2021-05-15 19:35:20,109.39042872299383,113.40155333719136,115.4140625,112.43488667052469
92,2021-05-15 19:40:21,101.94544560185186,105.23897280092592,108.87262924382716,104.66637586805555
93,2021-05-15 19:45:23,99.67022714120371,102.012410783179,105.25621479552468,101.67877411265432
94,2021-05-15 19:50:24,99.04499131944445,100.69895929783951,102.79652633101851,100.44894241898149
95,2021-05-15 19:55:25,98.29012924382717,99.88008728780864,101.59800636574074,99.59793016975308
96,2021-05-15 20:00:26,94.87985243055556,96.9034727044753,97.66257619598765,96.3915272955247
97,2021-05-15 20:05:27,98.27356336805556,100.2223828125,101.05591772762345,99.74429253472222
98,2021-05-15 20:10:28,97.78570216049383,99.73738667052469,101.09313464506172,99.3236897183642
99,2021-05-15 20:15:29,97.92555410879629,100.15040268132717,101.48969425154321,99.65278935185185
100,2021-05-15 20:20:30,99.61552951388889,101.32196277006173,102.32722173996913,100.93158805941358
101,2021-05-15 20:25:31,97.43451099537037,99.08358072916667,100.97473476080246,98.8104084683642
102,2021-05-15 20:30:32,93.2541550925926,95.43509693287037,97.39329234182098,95.01656008873456
103,2021-05-15 20:35:33,90.98046730324074,92.57130208333334,95.12786603009259,92.39705150462963
104,2021-05-15 20:40:34,86.5625173611111,88.34920862268518,91.24921103395062,88.14312644675925
105,2021-05-15 20:45:36,82.71663146219136,82.68942177854939,84.71012924382715,82.91354793595679
106,2021-05-15 20:50:37,80.66915412808642,78.88740499614198,81.4094815779321,79.69986641589506
107,2021-05-15 20:55:38,80.34240885416666,77.4334587191358,80.11540991512345,78.5969955632716
108,2021-05-15 21:00:39,80.71323881172839,75.67062403549383,79.01868393132716,77.54709346064814
109,2021-05-15 21:05:40,78.1457600308642,73.62701485339507,75.06552420910494,75.14157648533951
110,2021-05-15 21:10:41,73.49378423996913,69.93964023919753,72.07599054783951,71.24085744598766
111,2021-05-15 21:15:42,69.11774209104938,67.15358024691358,71.31680700231482,68.20741608796297
112,2021-05-15 21:20:43,70.35609375,67.10331934799383,70.21674430941358,68.42323688271605
113,2021-05-15 21:25:44,65.7590837191358,63.438096064814815,66.69148678626543,64.4959302662037
114,2021-05-15 21:30:45,64.4264877507716,62.58895206404321,65.36110580632716,63.44624131944445
115,2021-05-15 21:35:45,62.400763406635804,61.21367428626543,63.162292148919754,61.782039930555555
116,2021-05-15 21:40:46,62.700385802469135,61.369250096450614,63.81061342592593,62.03423080632716
117,2021-05-15 21:45:47,63.381825810185184,62.000185667438274,64.36901909722222,62.671273148148146
118,2021-05-15 21:50:48,63.857543885030864,62.51726080246914,64.84906346450617,63.16936921296296
119,2021-05-15 21:55:49,64.24694782021605,62.88990981867284,64.94608748070988,63.518364197530865
120,2021-05-15 22:00:50,63.76074990354938,62.507557388117284,65.22580922067901,63.179812403549384
121,2021-05-15 22:05:51,63.2234162808642,61.9641227816358,64.5721590470679,62.625232445987656
122,2021-05-15 22:10:52,63.04020447530864,61.718839699074074,64.30663773148149,62.39576919367284
123,2021-05-15 22:15:53,63.56620273919753,62.16108265817901,64.4904793595679,62.83469859182099
124,2021-05-15 22:20:54,64.00234230324074,62.57023630401235,64.95907359182098,63.25668885030864
125,2021-05-15 22:25:55,63.870729648919756,62.63231577932099,65.23266975308643,63.28494454089506
126,2021-05-15 22:30:56,63.216616994598766,62.01788290895062,64.51972029320987,62.64800636574074
127,2021-05-15 22:35:57,63.12118778935185,61.58716869212963,64.04265046296297,62.31376736111111
128,2021-05-15 22:40:58,62.68329619984568,61.28462577160494,63.6837996720679,61.964685570987655
129,2021-05-15 22:45:59,61.90466435185185,60.60907214506173,63.130840084876546,61.26868586033951
130,2021-05-15 22:51:00,61.87110580632716,60.65548080632716,63.032568962191355,61.274348958333334
131,2021-05-15 22:56:01,61.95474199459876,60.68697627314815,62.84871913580247,61.29988811728395
132,2021-05-15 23:01:02,61.81544319058642,60.4450212191358,62.204730902777776,61.041106288580245
133,2021-05-15 23:06:03,61.6515340470679,60.249619502314815,61.826538869598764,60.83619598765432
134,2021-05-15 23:11:04,62.32419849537037,61.178968942901236,62.73015142746914,61.684238040123454
135,2021-05-15 23:16:05,61.76048852237654,60.51741078317901,62.35164400077161,61.08677999614198
136,2021-05-15 23:21:06,61.293194444444445,60.045985243055554,61.573897087191355,60.57979600694444
137,2021-05-15 23:26:07,61.247350019290124,59.92447530864197,62.0584235146605,60.5489168595679
138,2021-05-15 23:31:08,61.08814332561728,59.87255111882716,61.71104938271605,60.4331958912037
139,2021-05-15 23:36:09,61.17850646219136,60.04459201388889,61.91005835262346,60.585180844907406
140,2021-05-15 23:41:10,61.979134355709874,60.71864872685185,62.545350597993824,61.29221354166667
141,2021-05-15 23:46:11,62.175471161265435,60.72617862654321,62.41583236882716,61.339695216049385
142,2021-05-15 23:51:12,61.97266155478395,60.7917756558642,62.16036024305556,61.2887712191358
143,2021-05-15 23:56:13,62.14765480324074,60.81565779320988,62.441602527006175,61.38940634645062
144,2021-05-16 00:01:14,61.1016512345679,59.8012287808642,61.59247685185185,60.381865837191356
145,2021-05-16 00:06:15,60.91029947916667,59.640145640432095,61.474854841820985,60.21610243055556
146,2021-05-16 00:11:16,63.18708912037037,61.98119550540123,63.82354504243827,62.53947386188272
147,2021-05-16 00:16:17,63.347153260030865,61.996950231481485,63.5936540316358,62.56891975308642
148,2021-05-16 00:21:18,63.03653694058642,61.74832513503087,63.919801793981485,62.36717881944445
149,2021-05-16 00:26:19,62.8824787808642,61.74829378858025,63.7732600308642,62.30273726851852
150,2021-05-16 00:31:20,63.28213541666667,62.0527734375,64.15899305555556,62.646922743055555
151,2021-05-16 00:36:21,64.3369034529321,63.14754388503086,65.0495061728395,63.70678867669753
152,2021-05-16 00:41:22,64.96898967978395,63.69209201388889,65.12144193672839,64.22477382330247
153,2021-05-16 00:46:23,64.55741994598766,63.28994212962963,65.64120370370371,63.921871624228395
154,2021-05-16 00:51:24,64.04351803626543,62.835846836419755,64.73586853780864,63.399041280864196
155,2021-05-16 00:56:25,63.65848620756173,62.45062258873457,64.65181182484568,63.04927951388889
156,2021-05-16 01:01:25,46.80697579089506,45.893851755401236,49.86953800154321,46.59288821373457
157,2021-05-16 01:06:26,46.75763792438271,46.015160108024695,50.15604263117284,46.68179157021605
158,2021-05-16 01:11:27,47.18611593364197,46.550838638117284,50.720988618827164,47.18867476851852
159,2021-05-16 01:16:28,47.375626446759256,46.65420862268518,50.28401089891975,47.258502604166665
160,2021-05-16 01:21:29,47.50989872685185,46.82360773533951,50.5225959683642,47.42421489197531
161,2021-05-16 01:26:30,47.906102430555556,46.81848861882716,50.45853395061729,47.533280285493824
162,2021-05-16 01:31:31,47.67656925154321,46.79935088734568,50.30933352623457,47.436237943672836
163,2021-05-16 01:36:32,48.16130160108025,47.25486014660494,50.499232735339504,47.873108121141975
164,2021-05-16 01:41:33,48.46138069058642,47.692197145061726,52.340046778549386,48.4265625
165,2021-05-16 01:46:34,48.90300298996914,48.01962336033951,51.82671344521605,48.692477334104936
166,2021-05-16 01:51:35,48.87267264660494,47.87398919753086,51.807207272376544,48.594979745370374
167,2021-05-16 01:56:36,48.61461082175926,47.88613136574074,51.561240837191356,48.49738570601852
168,2021-05-16 02:01:37,48.147763310185184,47.407130111882715,51.29833622685185,48.0477092978395
169,2021-05-16 02:06:38,48.62060812114198,47.721470389660496,51.33759645061728,48.37811487268519
170,2021-05-16 02:11:38,48.441189236111114,47.75952256944444,51.84034481095679,48.40289014274691
171,2021-05-16 02:16:39,48.55671971450617,47.90705777391975,51.53358989197531,48.490333719135805
172,2021-05-16 02:21:40,49.08912326388889,48.269119405864195,52.59395206404321,48.98097415123457
173,2021-05-16 02:26:41,49.406189718364196,48.768654996141976,52.24525848765432,49.33150125385802
174,2021-05-16 02:31:42,49.669577546296296,48.9046199845679,52.772677951388886,49.54759307484568
175,2021-05-16 02:36:43,50.44739390432099,49.46333670910494,51.45354986496913,49.960788966049385
176,2021-05-16 02:41:44,50.321928047839506,49.47101128472222,53.093527199074074,50.1122583912037
177,2021-05-16 02:46:45,51.09326099537037,50.194671585648145,53.63434558256173,50.83008777006173
178,2021-05-16 02:51:46,50.8320206404321,50.14386188271605,53.52082127700617,50.708009259259256
179,2021-05-16 02:56:47,50.49328944830247,49.660162519290125,51.70006799768519,50.118382040895064
180,2021-05-16 03:01:48,51.1420490933642,50.25073398919753,53.59564911265432,50.87174816743827
181,2021-05-16 03:06:48,50.961194540895065,50.34651234567901,53.19332320601852,50.83055121527778
182,2021-05-16 03:11:49,50.40729263117284,49.69466338734568,52.29352478780864,50.179877025462964
183,2021-05-16 03:16:50,50.13763551311728,49.30168788580247,51.386731770833336,49.76698254243827
184,2021-05-16 03:21:51,49.87883680555556,48.89849537037037,51.102661072530864,49.41871141975309
185,2021-05-16 03:26:52,50.116271219135804,49.41369936342593,52.889689911265435,49.99360194830247
186,2021-05-16 03:31:53,50.16521219135802,49.320150462962964,52.74036361882716,49.93713396990741
187,2021-05-16 03:36:54,49.73064670138889,48.842426215277776,51.453092206790124,49.38071421682099
188,2021-05-16 03:41:55,49.811208526234566,49.098572530864196,52.01426745756173,49.61824701003086
189,2021-05-16 03:46:56,50.28548273533951,49.750061246141975,53.35423948688272,50.29742332175926
190,2021-05-16 03:51:57,50.84126205632716,50.186452546296294,53.80105854552469,50.770031346450615
191,2021-05-16 03:56:58,52.41800588348765,51.724171971450616,54.708274980709874,52.249649884259256
192,2021-05-16 04:01:59,53.58599103009259,52.95700713734568,55.82142023533951,53.44811969521605
193,2021-05-16 04:06:59,54.37273533950617,53.636344039351854,55.96727575231481,54.09909336419753
194,2021-05-16 04:12:00,55.59605951003086,55.26383921682099,59.698831500771604,55.85099729938272
195,2021-05-16 04:17:01,57.63418740354938,58.59571855709876,67.45126977237655,59.30618055555556
196,2021-05-16 04:22:02,62.47552613811728,65.30000192901234,80.92863184799383,66.23398823302469
197,2021-05-16 04:27:03,70.94906684027778,76.36896508487655,100.84054446373457,77.5421875
198,2021-05-16 04:32:04,87.79685233410494,90.98441165123457,112.01816020447531,92.42979118441357
199,2021-05-16 04:37:05,97.04654224537038,96.96695842978394,101.8515731095679,97.56025028935186
200,2021-05-16 04:42:06,96.91939043209877,102.7588884066358,109.96189091435186,101.8378940007716
201,2021-05-16 04:47:07,103.86986255787038,109.52507523148148,116.0576205632716,108.5818788580247
202,2021-05-16 04:52:07,107.72338107638889,113.79960069444445,120.10898244598765,112.68822627314815
203,2021-05-16 04:57:08,111.21675877700618,117.0548615933642,125.47428192515432,116.26948495370371
204,2021-05-16 05:02:09,109.69049093364198,115.17453703703704,123.62090422453704,114.50887731481481
205,2021-05-16 05:07:10,113.49819637345679,117.29071952160494,126.20148582175926,117.1879190779321
206,2021-05-16 05:12:11,115.23806037808642,117.61209972993827,121.61064332561729,117.36691358024692
207,2021-05-16 05:17:11,119.55517843364197,119.76374035493828,118.05508246527778,119.49706500771605
208,2021-05-16 05:22:12,121.11456548996914,120.68688753858025,120.94318142361111,120.82885898919753
209,2021-05-16 05:27:13,121.11640528549383,121.3771768904321,121.0933453896605,121.25468123070988
210,2021-05-16 05:32:14,119.02469039351851,120.28634162808642,121.80313078703703,120.08198013117284
211,2021-05-16 05:37:15,121.11683449074074,122.37589409722223,122.15338396990741,121.96307484567902
212,2021-05-16 05:42:16,123.08608699845679,123.99419222608024,122.0573013117284,123.48893952546297
213,2021-05-16 05:47:17,124.00743489583333,124.21909625771605,121.380496720679,123.81563753858025
214,2021-05-16 05:52:17,124.19834056712963,124.42417197145062,121.54359085648149,124.02111882716049
215,2021-05-16 05:57:18,122.30870129243827,122.66137297453703,120.28129147376544,122.27948206018519
216,2021-05-16 06:02:19,119.90042293595678,120.22718508873457,118.80345244984568,119.95452015817901
217,2021-05-16 06:07:20,119.15251880787036,119.92223668981481,118.15151331018518,119.47464072145061
218,2021-05-16 06:12:21,115.47424768518519,116.20306857638889,115.06104986496914,115.83322916666667
219,2021-05-16 06:17:22,117.38067177854938,118.37248360339507,118.51436197916667,118.07478105709876
220,2021-05-16 06:22:23,121.44853202160493,122.88265721450617,122.91184751157408,122.44183015046296
221,2021-05-16 06:27:24,110.78042390046296,111.9403940007716,111.13279224537037,111.47786844135803
222,2021-05-16 06:32:24,117.42262152777778,118.2435368441358,117.75648341049383,117.92098620756173
223,2021-05-16 06:37:25,127.15888647762345,127.60497058256173,126.33956597222222,127.31377893518518
224,2021-05-16 06:42:26,122.76498697916666,123.39785879629629,121.72655285493828,123.00343508873456
225,2021-05-16 06:47:27,122.0622834683642,122.6572690007716,121.62394820601853,122.3420027970679
226,2021-05-16 06:52:28,124.04551408179012,124.51064187885802,124.12241174768519,124.30730758101852
227,2021-05-16 06:57:29,122.61184944058643,122.57350163966049,121.5223369984568,122.45041714891975
228,2021-05-16 07:02:30,124.12559558256173,124.01520833333333,122.10153115354939,123.80956741898149
229,2021-05-16 07:07:31,125.40228105709876,124.88845196759259,122.88877604166667,124.80560522762346
230,2021-05-16 07:12:32,116.71406828703704,116.89685860339506,114.43429446373457,116.53267168209877
231,2021-05-16 07:17:33,124.00279369212963,124.22598958333333,121.56249469521605,123.83173466435186
232,2021-05-16 07:22:34,125.42723861882716,125.64037953317901,123.1052165316358,125.2555931712963
233,2021-05-16 07:27:35,123.22855324074074,123.03933834876543,120.48329861111111,122.78506462191358
234,2021-05-16 07:32:36,124.92065923996914,124.58041280864198,121.69509741512346,124.33407503858025
235,2021-05-16 07:37:37,125.38756317515433,125.37714409722223,122.00578703703704,124.9752170138889
236,2021-05-16 07:42:37,123.44278935185186,123.6590842013889,120.23913580246914,123.18682388117284
237,2021-05-16 07:47:38,124.3252199074074,124.00843557098766,120.88977768132716,123.73134693287037
238,2021-05-16 07:52:39,125.0113671875,124.56473668981481,121.2865518904321,124.31502700617284
239,2021-05-16 07:57:40,125.63671199845679,125.09435136959877,121.64156105324074,124.85858217592593
240,2021-05-16 08:02:41,124.65926986882717,124.1335190007716,121.01717930169752,123.92748649691357
241,2021-05-16 08:07:42,126.1817645640432,125.64214940200617,122.48540895061728,125.43516927083333
242,2021-05-16 08:12:43,123.42075183256173,122.92206838348766,119.5356071566358,122.67526379243827
243,2021-05-16 08:17:44,119.74838686342592,119.7766902970679,115.80805362654321,119.2993788580247
244,2021-05-16 08:22:45,118.34291811342592,118.40819444444445,114.24778742283951,117.89977092978395
245,2021-05-16 08:27:46,122.78556520061728,122.81275752314815,119.43840711805555,122.40631799768518
246,2021-05-16 08:32:47,123.20785252700617,123.33363329475308,120.26698832947531,122.92924286265432
247,2021-05-16 08:37:48,121.38614920910494,121.46819492669754,117.6959765625,120.99766927083333
248,2021-05-16 08:42:49,126.30132282021604,125.80975260416666,121.89282600308643,125.49572048611111
249,2021-05-16 08:47:50,125.50430507330248,124.60590663580247,121.19029706790124,124.47641155478395
250,2021-05-16 08:52:51,124.97588155864197,124.18854504243828,120.64703944830246,124.01587239583333
251,2021-05-16 08:57:52,125.28042052469135,124.61837577160493,121.18543402777777,124.41772087191357
252,2021-05-16 09:02:53,119.40662133487655,119.1699324845679,116.78051263503086,118.96203414351852
253,2021-05-16 09:07:54,117.12705536265432,117.18812548225308,114.17067129629629,116.81403790509259
254,2021-05-16 09:12:55,116.4034196566358,116.4317505787037,113.43259403935186,116.07014660493827
255,2021-05-16 09:17:56,123.01248697916667,122.77587528935184,119.71948832947531,122.483984375
256,2021-05-16 09:22:57,123.03980516975308,122.99819444444445,120.17201919367284,122.68120997299383
257,2021-05-16 09:27:58,123.95088686342592,123.57447916666666,120.63979841820988,123.34174816743827
258,2021-05-16 09:32:59,125.62003423996913,125.0706852816358,121.67658613040123,124.84361207561729
259,2021-05-16 09:38:00,123.4556857638889,122.76581066743827,119.41943479938271,122.5765055941358
260,2021-05-16 09:43:01,123.90081693672839,123.76767023533951,119.63224922839507,123.31904803240741
261,2021-05-16 09:48:02,120.70360918209876,120.59169801311728,116.76404706790123,120.17457368827161
262,2021-05-16 09:53:03,117.18171392746913,116.83677806712963,112.6601601080247,116.45256655092592
263,2021-05-16 09:58:04,121.37054253472222,120.90581018518519,117.28967737268519,120.62717013888889
264,2021-05-16 10:03:05,117.82811583719136,117.4919671103395,114.65434461805556,117.25044463734568
265,2021-05-16 10:08:06,115.18319878472222,114.77727671682099,111.77538773148149,114.5524430941358
266,2021-05-16 10:13:07,114.4560440779321,114.89581838348765,111.60708381558642,114.37913821373456
267,2021-05-16 10:18:08,119.08893277391975,119.17157986111111,116.28248697916666,118.81587528935185
268,2021-05-16 10:23:09,122.35671971450617,121.47435860339506,118.61110146604938,121.40615258487654
269,2021-05-16 10:28:10,124.55623167438272,124.07669222608024,120.08096691743827,123.74926938657407
270,2021-05-16 10:33:12,124.03038194444444,123.54801408179013,119.04098958333333,123.17144483024691
271,2021-05-16 10:38:13,123.72516203703704,123.22187789351852,118.7781394675926,122.8642684220679
272,2021-05-16 10:43:14,123.84017988040124,123.18252748842593,118.68579764660494,122.85814573688272
273,2021-05-16 10:48:15,119.09036699459877,119.01258342978394,114.39990258487654,118.50084008487654
274,2021-05-16 10:53:16,124.02255545910494,123.42251929012346,118.70482735339506,123.06276234567902
275,2021-05-16 10:58:18,124.12081548996913,123.69726273148149,120.17295476466049,123.4134124228395
276,2021-05-16 11:03:19,120.91926649305556,121.83786892361111,120.70641878858025,121.43574556327161
277,2021-05-16 11:08:20,116.17358989197531,117.11884162808641,116.95073688271604,116.81843798225309
278,2021-05-16 11:13:21,114.67732060185185,115.48660783179012,114.33124710648148,115.1196059992284
279,2021-05-16 11:18:22,114.07868730709876,115.58786361882716,113.33523051697532,114.88492959104939
280,2021-05-16 11:23:23,115.1470563271605,115.59309027777778,113.33240451388889,115.20742283950618
281,2021-05-16 11:28:24,111.93217592592593,112.38830632716049,109.01975115740741,111.87825954861111
282,2021-05-16 11:33:25,118.01696855709876,118.49851658950617,115.41403308256173,117.99449990354938
283,2021-05-16 11:38:26,122.00747058256172,122.59052469135803,120.19923466435185,122.13192949459877
284,2021-05-16 11:43:27,112.16292486496914,112.25715036651235,110.56862461419753,112.0228158757716
285,2021-05-16 11:48:28,111.86244405864197,112.42670621141976,110.73595341435185,112.06036313657407
286,2021-05-16 11:53:29,117.83149402006173,118.55155767746913,117.38460262345679,118.20207320601853
287,2021-05-16 11:58:30,120.74362654320987,121.32671971450617,121.11612268518519,121.12832465277778
288,2021-05-16 12:03:31,122.70253279320988,123.59012924382716,123.19436005015432,123.28118344907408
